audio-0.300-1.500|From behind my seat.
audio-16714.800-16722.200|I'll send I said he slept in his underwear to catheter tube running down his leg to the collection bag.
audio-16722.900-16723.900|Yeah, I'm fine.
audio-16723.700-16733.400|I was wondering though he has at Aiden would you go put on your pajamas and come sit with me just like a proper slumber party.
audio-16734.000-16738.700|for last night I went up to Julie's room where I was staying.
audio-16738.500-16748.400|I bought a short flowered nightgown a giant t-shirt really and I got undressed and put it on I tap lightly on the door as I went back into his room.
audio-16748.200-16751.000|I sat in the armchair near his bed.
audio-16751.700-16755.100|He said if I asked you to do something would you do it?
audio-16756.300-16758.700|What he looks embarrassed.
audio-16758.500-16761.600|I wish you'd take your nightgown off.
audio-16761.400-16763.400|I want to see something.
audio-16764.600-16770.100|I stood up he watched soberly from the bed a little Furrow in his forehead.
audio-16770.900-16779.000|I reached the Hem of my nightgown it wasn't cold, but my arms were covered with goosebumps, and I hesitated not wanting to go on.
audio-16779.900-16783.700|At Last I pulled a nightgown over my head and dropped it on the chair behind me.
audio-16784.500-16785.900|I was in my underwear.
audio-16785.700-16790.000|I cross my arms over my breast and then let them fall again.
audio-16789.800-16791.900|My nipples puckered.
audio-16791.700-16795.400|I didn't know what to do with my hands how to hold them.
audio-16796.000-16798.400|I clasped them together in front of me.
audio-16798.200-16800.900|Then wipe them against my thighs to try them.
audio-16800.700-16805.400|Mike stared just stared absolutely.
audio-16805.200-16809.300|Nothing visible on his face, but the subtlest tightening of his chin.
audio-16810.100-16811.700|I feel a little weird.
audio-16811.500-16814.600|I said it last and he sighed and looked away.
audio-16815.400-16816.400|It's okay.
audio-16816.200-16819.700|He said I'm sorry you can get dressed again.
audio-16819.500-16820.800|I felt nothing.
audio-16820.600-16822.800|That's what I wanted to know and I felt nothing.
audio-16823.500-16825.800|I pulled the nightgown back over my head.
audio-16825.600-16831.000|Nothing to have your sexual self Frozen locked away.
audio-16830.800-16835.000|It was almost easier to imagine my limbs without motion.
audio-16836.100-16839.200|He was staring at the wall after while.
audio-16839.000-16843.300|He lower the head of his bed until he was flat on his back there.
audio-16843.100-16847.000|He said I went over to the side of the bed.
audio-16846.800-16849.500|He met my eyes with his them looked away.
audio-16849.300-16854.200|It was a narrow been perhaps a little wider than a regulation twin.
audio-16855.100-16856.500|Can I sit here for a minute?
audio-16856.300-16858.400|I said yeah.
audio-16859.300-16866.800|I sat down the blanket scratch the backs of my legs and I shifted my weight and pulled my nightgown for their under me.
audio-16867.500-16875.600|My back was to him and I twisted part way around that my thighs lay parallel to his body and I could look back and see his face.
audio-16876.300-16880.700|Across the room and poster of Lake Mendota hung and it's silvery frame.
audio-16881.300-16886.300|It has been photographed from somewhere near the union picnic Point curving in from the left.
audio-16887.300-16894.300|I close my eyes and try to remember our little place there the room made by trees where we first made love.
audio-16895.200-16897.800|He coughed are you comfortable?
audio-16897.600-16900.500|I said should I go upstairs now?
audio-16901.300-16902.400|No, stay.
audio-16902.200-16905.100|He said stay with me a little longer.
audio-16906.200-16908.900|I nodded tonight was so quiet.
audio-16908.700-16912.700|I could hear the faint of a moth Lighting on the window screen.
audio-16913.600-16918.200|They're Mike said and he lay there and I sat.
audio-16921.600-16927.000|My mother's house was quiet sliced into sections of dark and Light by the afternoon sun.
audio-16926.800-16928.700|I turn down.
audio-16928.500-16930.500|Mrs. Meyers offer of a lift home.
audio-16930.300-16946.200|And I was sweating lightly from the walk my shoulder sore for my the strap of my bag had pressed into it a large cardboard box that under the oak desk where my mother kept Malin things tossing my bag toward the bottom of the stairs.
audio-16946.000-16950.600|I knelt by the box and saw my name in Big magic marker letters.
audio-16950.400-16953.200|The return address was in a ballpoint.
audio-16953.000-16962.900|Scroll 188 West 18th, New York, New York 10019 all on one line like code for something.
audio-16963.600-16969.800|Kilroy I got a knife from the kitchen and pull the box out from under the desk.
audio-16969.600-16973.000|I cut it open and there was my Bernina.
audio-16973.800-16976.800|My Bernina sent to me by Kilroy.
audio-16977.600-16983.000|Impacted carefully the phone blocks in the corners to hold it tight.
audio-16982.800-16985.700|An inch of give from movement breakage.
audio-16985.500-16988.400|There was no known to us the machine.
audio-16989.100-16991.500|I went into my mother's bedroom to use the phone.
audio-16991.300-16995.400|It was 6 New York time and he answered on the first ring.
audio-16995.200-17007.700|I said I thought I was going to I would have and he said I figured you wanted then neither of us spoke for hours weeks.
audio-17008.400-17014.200|I held the phone Loosely but my palm crew slick anyway, and I had to pass the receiver from hand to hand.
audio-17015.200-17016.200|I feel terrible.
audio-17016.000-17019.200|I said it last for home.
audio-17020.000-17027.800|Tell Roy I said I hesitated a moment then said me for you for us.
audio-17028.800-17030.400|So you've destroyed me.
audio-17030.200-17036.500|He said no, maybe you have the thing is you really don't know.
audio-17036.300-17037.900|You'll never know.
audio-17039.000-17045.300|Tell Roy I said, please don't do this do what I was silent.
audio-17045.100-17048.700|I knew this was a front that he was terribly hurt.
audio-17048.500-17050.800|But to say so would hurt him more.
audio-17050.600-17055.400|I said, you know, I really meant it when I said you could come here.
audio-17057.300-17059.400|And I really meant it when I said I couldn't.
audio-17060.200-17064.000|Another silence and I felt myself moved toward crying.
audio-17064.700-17065.700|I pulled back.
audio-17065.500-17067.700|It wouldn't be right to cry.
audio-17067.500-17068.500|It wouldn't be fair.
audio-17068.300-17072.800|It would suggest I thought I was feeling more than he was when I knew I wasn't.
audio-17073.600-17075.500|It sort of reminds me of lemmings.
audio-17075.300-17080.000|He said what the idea of my going to Madison?
audio-17080.900-17094.000|I thought of lemmings those little rodents that committed mass suicide in Norway or somewhere running headlong off cliffs because all the other ones were Actually, it's Runs Out lemons aren't trying to die.
audio-17093.800-17098.100|He said did you know this so blind or something?
audio-17097.900-17098.800|They just don't know.
audio-17098.600-17099.300|What's up ahead.
audio-17100.200-17108.200|I felt inpatient only Kilroy to turn a breakup conversation into a disquisition on suicidal rodents.
audio-17108.900-17119.600|I once knew someone who thought Lemmings were people he went on it was like he'd missed the part about them being too in long or whatever and only tuned in on the big run off the cliff.
audio-17120.600-17121.600|That's terrible.
audio-17121.400-17124.800|He said why doesn't someone try to stop them?
audio-17125.600-17130.300|He laughed and I joined in a little half-heartedly who was that?
audio-17130.100-17134.200|I asked Ida Lee about caring certainly not expecting an answer.
audio-17135.200-17139.600|my brother I felt queasy.
audio-17139.400-17145.400|I didn't know you had a brother dread gathered along the edges of my body ready to invade.
audio-17146.200-17147.200|I don't anymore.
audio-17147.000-17150.800|He said my brother he did.
audio-17151.500-17155.000|From Heart of Darkness, you know, mr. Kurtz.
audio-17155.700-17159.300|He did you read Heart of Darkness Avenue.
audio-17160.000-17168.100|I lowered myself onto my mother's bed and began to tremble sick with confusion disbelief rage Kilroy.
